listing_id,url,make,model,manufactured,type_of_vehicle,power,engine_cap,curb_weight,no_of_owners,mileage,price
947864,https://www.sgcarmart.com/listing/947864,volvo,s60,2018,luxury sedan,180,1969,1557.0,1,31000,101300
1008157,https://www.sgcarmart.com/listing/1008157,audi,a5,2019,luxury sedan,140,1984,1535.0,2,33000,149800
1011133,https://www.sgcarmart.com/listing/1011133,bmw,430i,2018,sports car,185,1998,1735.0,1,28100,209000
1029149,https://www.sgcarmart.com/listing/1029149,nissan,qashqai,2016,suv,85,1197,1285.0,1,103213,58888
986784,https://www.sgcarmart.com/listing/986784,toyota,vellfire,2015,mpv,206,3456,1850.0,2,76000,148000
1027911,https://www.sgcarmart.com/listing/1027911,peugeot,5008,2020,suv,96,1199,1430.0,1,6000,
969981,,audi,a5,2010,luxury sedan,155,1984,1615.0,4,90000,79088
1020633,,mercedes-benz,e200,2018,luxury sedan,135,1991,1605.0,2,57263,165800
1020638,,lexus,es,2014,luxury sedan,151,2494,1705.0,1,39000,71500
995581,https://www.sgcarmart.com/listing/995581,bmw,318i,2018,luxury sedan,100,1499,1425.0,1,70000,119800
1025404,https://www.sgcarmart.com/listing/1025404,bmw,730i,2016,luxury sedan,190,1998,1680.0,1,35000,188800
1028250,https://www.sgcarmart.com/listing/1028250,honda,vezel,2016,suv,96,1496,1190.0,1,43215,65800
1017956,https://www.sgcarmart.com/listing/1017956,bmw,216i,2020,mpv,80,1499,1490.0,1,6786,136000
1023429,https://www.sgcarmart.com/listing/1023429,suzuki,grand,2008,suv,103,1995,1475.0,6,138000,53800
1020206,https://www.sgcarmart.com/listing/1020206,honda,vezel,2016,suv,112,1496,1280.0,1,35000,91000
1016610,https://www.sgcarmart.com/listing/1016610,mercedes-benz,amg,2020,suv,120,1332,1555.0,1,20,208988
972271,https://www.sgcarmart.com/listing/972271,bmw,528i,2012,luxury sedan,180,1997,1620.0,5,150000,109000
1016902,https://www.sgcarmart.com/listing/1016902,toyota,esquire,2016,mpv,112,1986,1570.0,1,71688,89800
1004912,,volkswagen,golf,2009,sports car,155,1984,1339.0,4,154000,103500
1007255,https://www.sgcarmart.com/listing/1007255,nissan,x-trail,2016,suv,106,1997,1626.0,1,29993,70800
1023110,https://www.sgcarmart.com/listing/1023110,volkswagen,golf,2013,hatchback,90,1395,1249.0,3,130000,28500
1026268,https://www.sgcarmart.com/listing/1026268,audi,r8,2008,sports car,309,4163,1565.0,6,99742,158800
1025003,https://www.sgcarmart.com/listing/1025003,audi,a3,2011,hatchback,92,1390,1310.0,3,187000,71800
1017417,https://www.sgcarmart.com/listing/1017417,lexus,rx,2020,suv,175,1998,1890.0,1,20513,203888
1029352,https://www.sgcarmart.com/listing/1029352,toyota,corolla,2009,mid-sized sedan,80,1598,1195.0,1,,47800
1016145,https://www.sgcarmart.com/listing/1016145,mercedes-benz,cla200,2013,luxury sedan,115,1595,1430.0,1,80000,
1027250,https://www.sgcarmart.com/listing/1027250,toyota,wish,2008,mpv,97,1794,1300.0,1,159243,18800
1024688,https://www.sgcarmart.com/listing/1024688,honda,fit,2008,hatchback,73,1339,1010.0,4,137000,14800
1023664,https://www.sgcarmart.com/listing/1023664,nissan,serena,2020,mpv,100,1198,1758.0,1,16000,123800
1006973,https://www.sgcarmart.com/listing/1006973,honda,civic,2018,mid-sized sedan,127,1498,1324.0,1,36000,101800
1026928,https://www.sgcarmart.com/listing/1026928,bmw,320i,2014,luxury sedan,125,1598,1410.0,3,139903,59800
1020325,https://www.sgcarmart.com/listing/1020325,bmw,740li,2017,luxury sedan,240,2998,1770.0,1,83632,228888
1000284,https://www.sgcarmart.com/listing/1000284,audi,rs,2017,stationwagon,412,3993,2010.0,3,16438,338888
1026172,https://www.sgcarmart.com/listing/1026172,bmw,x3,2014,suv,135,1997,1680.0,1,95000,85800
965918,https://www.sgcarmart.com/listing/965918,audi,a3,2014,luxury sedan,92,1395,1310.0,2,90000,52888
1030879,https://www.sgcarmart.com/listing/1030879,bmw,523i,2011,luxury sedan,150,2497,1725.0,2,187000,32000
1025900,https://www.sgcarmart.com/listing/1025900,mazda,2,2016,mpv,111,1998,1535.0,1,59000,58800
995375,https://www.sgcarmart.com/listing/995375,,amg,2018,luxury sedan,145,1497,1505.0,1,17000,175800
1006067,https://www.sgcarmart.com/listing/1006067,mercedes-benz,slk200,2011,sports car,135,1796,1470.0,4,85400,109800
1023330,https://www.sgcarmart.com/listing/1023330,honda,civic,2018,mid-sized sedan,92,1597,1249.0,1,54000,77800
1025669,https://www.sgcarmart.com/listing/1025669,nissan,almera,2014,mid-sized sedan,73,1498,1040.0,2,108000,36800
1027819,https://www.sgcarmart.com/listing/1027819,bmw,x3,2019,suv,135,1998,1685.0,1,21000,185000
996972,,mitsubishi,asx,2016,suv,110,1998,1417.0,1,58960,62800
1029643,https://www.sgcarmart.com/listing/1029643,mercedes-benz,a180,2016,hatchback,90,1595,1395.0,1,,75800
1021320,https://www.sgcarmart.com/listing/1021320,porsche,panamera,2010,sports car,300,3605,1820.0,3,140000,138000
1018945,https://www.sgcarmart.com/listing/1018945,subaru,xv,2015,suv,84,1600,1480.0,1,105000,52800
1022150,https://www.sgcarmart.com/listing/1022150,volvo,s60,2015,mid-sized sedan,187,2497,1748.0,1,82000,71988
1022996,https://www.sgcarmart.com/listing/1022996,lexus,rc,2014,sports car,233,3456,1680.0,2,72500,135000
1026794,,volkswagen,sharan,2017,mpv,162,1984,1790.0,1,71000,94800
1023447,https://www.sgcarmart.com/listing/1023447,,forester,2016,suv,110,1995,1566.0,1,71000,66800
1011719,https://www.sgcarmart.com/listing/1011719,subaru,forester,2016,suv,177,1998,1682.0,2,78500,68000
1026666,https://www.sgcarmart.com/listing/1026666,honda,e,2018,mpv,158,1993,1880.0,1,34000,129800
1021473,https://www.sgcarmart.com/listing/1021473,bmw,m3,2011,sports car,309,3999,1600.0,6,119000,140000
1006107,https://www.sgcarmart.com/listing/1006107,volkswagen,polo,2010,hatchback,63,1390,1129.0,4,112360,30000
1027885,https://www.sgcarmart.com/listing/1027885,hyundai,avante,2019,mid-sized sedan,93,1591,1345.0,1,73000,69999
973901,https://www.sgcarmart.com/listing/973901,bmw,318i,2018,luxury sedan,100,1499,1425.0,1,62500,116800
1024015,https://www.sgcarmart.com/listing/1024015,bmw,520i,2013,luxury sedan,135,1997,1615.0,2,56300,74800
1022727,,subaru,forester,2019,suv,115,1995,1591.0,1,25000,109800
1021806,https://www.sgcarmart.com/listing/1021806,mazda,3,2018,mid-sized sedan,88,1496,1310.0,1,,72800
1023356,https://www.sgcarmart.com/listing/1023356,toyota,corolla,2008,mid-sized sedan,80,1598,1195.0,2,160000,16800
1022201,https://www.sgcarmart.com/listing/1022201,volvo,xc40,2021,suv,185,1969,1692.0,1,978,178000
995355,https://www.sgcarmart.com/listing/995355,kia,cerato,2015,mid-sized sedan,95,1591,1295.0,1,85000,51800
1026899,https://www.sgcarmart.com/listing/1026899,mercedes-benz,a200,2018,hatchback,120,1332,1375.0,1,39000,
1006846,,audi,rs,2013,stationwagon,331,4163,1795.0,3,,227500
1022919,https://www.sgcarmart.com/listing/1022919,mercedes-benz,amg,2017,sports car,180,1991,1780.0,2,29000,245000
1013729,https://www.sgcarmart.com/listing/1013729,,civic,2017,mid-sized sedan,92,1597,1249.0,2,88000,71900
1029418,https://www.sgcarmart.com/listing/1029418,bmw,216i,2018,mpv,75,1499,1480.0,1,,102800
1022131,https://www.sgcarmart.com/listing/1022131,honda,civic,2017,mid-sized sedan,92,1597,1249.0,1,59383,79888
1014186,https://www.sgcarmart.com/listing/1014186,mercedes-benz,s400l,2016,luxury sedan,245,2996,1935.0,1,100000,209800
1009702,https://www.sgcarmart.com/listing/1009702,mini,one,2017,hatchback,75,1198,1175.0,2,,76000
1030565,https://www.sgcarmart.com/listing/1030565,,vezel,2015,suv,96,1496,1190.0,2,95522,43800
1021846,https://www.sgcarmart.com/listing/1021846,nissan,sylphy,2016,mid-sized sedan,85,1598,1205.0,1,98554,56800
1024901,https://www.sgcarmart.com/listing/1024901,lexus,rx,2015,suv,175,1998,2070.0,3,79000,128800
1000948,https://www.sgcarmart.com/listing/1000948,mitsubishi,outlander,2018,suv,110,1998,1480.0,1,81300,85800
1014721,https://www.sgcarmart.com/listing/1014721,mercedes-benz,s400l,2014,luxury sedan,245,2996,1935.0,1,106500,179888
1024987,https://www.sgcarmart.com/listing/1024987,honda,accord,2008,luxury sedan,115,1997,1505.0,3,188000,46800
1022091,https://www.sgcarmart.com/listing/1022091,audi,a5,2019,luxury sedan,140,1984,1535.0,1,16000,157999
994783,https://www.sgcarmart.com/listing/994783,mercedes-benz,cla180,2018,luxury sedan,90,1595,1430.0,1,72000,116800
1009380,https://www.sgcarmart.com/listing/1009380,porsche,cayenne,2021,suv,250,2995,2030.0,1,1000,480000
1026916,https://www.sgcarmart.com/listing/1026916,audi,tt,2010,sports car,200,1984,1415.0,6,110000,99800
1025857,,lexus,nx,2015,suv,175,1998,1755.0,2,,97800
1012129,https://www.sgcarmart.com/listing/1012129,mazda,3,2017,mid-sized sedan,88,1496,1310.0,2,58000,
1027917,https://www.sgcarmart.com/listing/1027917,hyundai,tucson,2018,suv,130,1591,1594.0,1,58000,98800
982340,https://www.sgcarmart.com/listing/982340,toyota,wish,2011,mpv,106,1798,1360.0,2,113500,49800
1021079,https://www.sgcarmart.com/listing/1021079,,amg,2019,luxury sedan,100,1332,1410.0,2,17000,149800
1023740,https://www.sgcarmart.com/listing/1023740,mercedes-benz,e200,2009,luxury sedan,135,1796,1615.0,3,125278,97998
1030591,https://www.sgcarmart.com/listing/1030591,infiniti,q50,2015,luxury sedan,155,1991,1644.0,2,91800,64900
1030576,https://www.sgcarmart.com/listing/1030576,honda,shuttle,2015,stationwagon,97,1496,1130.0,4,97000,52555
1028323,,hyundai,avante,2018,mid-sized sedan,93,1591,1345.0,1,30718,69800
1025161,https://www.sgcarmart.com/listing/1025161,mercedes-benz,e250,2016,luxury sedan,155,1991,1615.0,1,50388,149800
1019683,https://www.sgcarmart.com/listing/1019683,toyota,corolla,2016,mid-sized sedan,90,1598,1215.0,1,65000,61800
993980,https://www.sgcarmart.com/listing/993980,,vezel,2016,suv,96,1496,1190.0,1,50000,66800
966352,https://www.sgcarmart.com/listing/966352,kia,cerato,2017,mid-sized sedan,95,1591,1295.0,1,11000,53800
1025068,https://www.sgcarmart.com/listing/1025068,kia,stonic,2019,suv,88,998,1185.0,2,8500,64800
1029629,https://www.sgcarmart.com/listing/1029629,suzuki,swift,2009,hatchback,92,1586,1100.0,3,208000,53000
1023985,https://www.sgcarmart.com/listing/1023985,maserati,levante,2016,suv,202,2987,2205.0,1,13000,249800
1029087,https://www.sgcarmart.com/listing/1029087,volvo,s60,2017,luxury sedan,90,1498,1589.0,1,62000,76777
1005187,https://www.sgcarmart.com/listing/1005187,mercedes-benz,gla180,2019,suv,90,1595,1435.0,1,13000,128888
1014913,https://www.sgcarmart.com/listing/1014913,mercedes-benz,b180,2015,hatchback,90,1595,1425.0,1,83000,
1015309,https://www.sgcarmart.com/listing/1015309,lexus,is,2008,luxury sedan,153,2500,1625.0,4,130000,57000
1026368,,honda,stream,2008,mpv,103,1799,1370.0,2,152057,15998
1006023,https://www.sgcarmart.com/listing/1006023,toyota,wish,2010,mpv,106,1987,1380.0,2,267000,28800
827494,https://www.sgcarmart.com/listing/827494,lexus,rx,2016,suv,175,1998,2070.0,1,120585,148800
1007227,https://www.sgcarmart.com/listing/1007227,bmw,630i,2020,luxury sedan,190,1998,1720.0,1,4400,264800
1015260,https://www.sgcarmart.com/listing/1015260,,civic,2006,mid-sized sedan,114,1998,1312.0,3,210000,48800
987598,https://www.sgcarmart.com/listing/987598,mazda,3,2017,mid-sized sedan,88,1496,1310.0,2,39389,63999
1017330,https://www.sgcarmart.com/listing/1017330,bmw,x6,2012,suv,225,2979,2070.0,4,103001,98000
992527,https://www.sgcarmart.com/listing/992527,mazda,2,2016,suv,115,1998,1265.0,2,73787,62800
1003118,https://www.sgcarmart.com/listing/1003118,land rover,discovery,2018,suv,221,1997,2240.0,1,9990,269800
1000627,https://www.sgcarmart.com/listing/1000627,honda,vezel,2017,suv,112,1496,1280.0,3,45000,86800
998102,https://www.sgcarmart.com/listing/998102,mitsubishi,lancer,2016,mid-sized sedan,86,1590,1284.0,2,73000,58800
982372,https://www.sgcarmart.com/listing/982372,honda,jade,2015,mpv,110,1496,1510.0,1,69785,79800
1024823,https://www.sgcarmart.com/listing/1024823,mercedes-benz,cla180,2017,luxury sedan,90,1595,1430.0,2,41510,108800
1014680,https://www.sgcarmart.com/listing/1014680,hyundai,tucson,2017,suv,114,1999,1540.0,1,88000,77000
1020715,,honda,freed,2017,mpv,101,1496,1430.0,1,69000,
1012610,https://www.sgcarmart.com/listing/1012610,toyota,corolla,2009,mid-sized sedan,81,1496,1130.0,3,80314,38800
1021768,https://www.sgcarmart.com/listing/1021768,bmw,430i,2016,luxury sedan,185,1998,1540.0,1,91000,
1027148,https://www.sgcarmart.com/listing/1027148,volvo,xc60,2018,suv,235,1969,1919.0,1,23200,180000
991611,https://www.sgcarmart.com/listing/991611,hyundai,elantra,2018,mid-sized sedan,93,1591,1345.0,1,31000,68800
1012362,https://www.sgcarmart.com/listing/1012362,honda,mobilio,2016,mpv,88,1497,1160.0,1,128000,60800
1030877,https://www.sgcarmart.com/listing/1030877,mercedes-benz,a180,2014,hatchback,90,1595,1395.0,1,73700,53500
1026168,https://www.sgcarmart.com/listing/1026168,mazda,2,2017,mpv,111,1998,1532.0,1,38000,72688
1013880,https://www.sgcarmart.com/listing/1013880,toyota,c-hr,2017,suv,90,1797,1440.0,1,82000,77800
1015053,https://www.sgcarmart.com/listing/1015053,jeep,wrangler,2008,suv,146,3778,1930.0,4,79000,
1028307,https://www.sgcarmart.com/listing/1028307,toyota,prius,2020,mpv,100,1798,1500.0,1,13000,117000
1018308,https://www.sgcarmart.com/listing/1018308,honda,stream,2008,mpv,103,1799,1385.0,3,195371,19888
987865,https://www.sgcarmart.com/listing/987865,honda,city,2019,mid-sized sedan,88,1497,1096.0,1,23319,77777
1017992,https://www.sgcarmart.com/listing/1017992,mazda,3,2018,mid-sized sedan,88,1496,1310.0,1,48000,72800
1026324,https://www.sgcarmart.com/listing/1026324,,harrier,2016,suv,111,1986,1610.0,2,49330,96800
1029438,https://www.sgcarmart.com/listing/1029438,audi,a4,2018,luxury sedan,140,1984,1480.0,1,29430,115800
1020080,https://www.sgcarmart.com/listing/1020080,mazda,2,2017,suv,121,1998,1528.0,1,,76800
1030503,https://www.sgcarmart.com/listing/1030503,audi,a3,2019,luxury sedan,85,999,1280.0,1,10000,115000
1016837,https://www.sgcarmart.com/listing/1016837,jaguar,xe,2016,luxury sedan,132,1999,1574.0,1,107000,80888
1018858,,honda,jazz,2017,hatchback,73,1318,1052.0,1,32200,60333
992015,https://www.sgcarmart.com/listing/992015,mercedes-benz,amg,2018,sports car,350,3982,1680.0,1,6000,502000
1012041,https://www.sgcarmart.com/listing/1012041,skoda,octavia,2018,mid-sized sedan,180,1984,1577.0,1,30000,125000
1009817,https://www.sgcarmart.com/listing/1009817,mercedes-benz,e250,2017,luxury sedan,155,1991,1615.0,2,42000,157800
1027785,https://www.sgcarmart.com/listing/1027785,mercedes-benz,c180,2011,sports car,115,1796,1520.0,3,103000,90000
977224,https://www.sgcarmart.com/listing/977224,land rover,range,2017,suv,184,1997,1983.0,1,23900,213000
